LocationDetailsId	Neighborhoods	Zipcode	Location
SD052643	Sunset/Parkside	94122	"(37.75568023054927, -122.48974673716553)"
SD052644	Mission	94110	"(37.75341521649053, -122.4104081624455)"
SD052645	Lone Mountain/USF	94118	"(37.77762413289523, -122.44900265097625)"
SD052646	Pacific Heights	94115	"(37.79094666155235, -122.43564283360587)"
SD052647	Outer Richmond	94121	"(37.77586758272388, -122.4772344536467)"
SD052648	Western Addition	94115	"(37.78289804961738, -122.43396030837735)"
SD052649	West of Twin Peaks	94116	"(37.73962142942776, -122.47508927072496)"
SD052650	Lone Mountain/USF	94118	"(37.77761699385665, -122.45742170860076)"
SD052651	West of Twin Peaks	94112	"(37.7296202447451, -122.45323690495361)"
SD052652	Hayes Valley	94117	"(37.77716103254416, -122.43055141669117)"
SD052653	Nob Hill	94108	"(37.789801307016404, -122.40992119604734)"
SD052654	Potrero Hill	94107	"(37.756264076266916, -122.39915338933784)"
SD052655	Pacific Heights	94115	"(37.78689814814956, -122.42913314506629)"
SD052656	North Beach	94133	"(37.80085874375572, -122.40735068319005)"
SD052657	West of Twin Peaks	94127	"(37.738884222381266, -122.44373288293055)"
SD052658	Sunset/Parkside	94132	"(37.7335738472863, -122.481685930351)"
SD052659	Noe Valley	94114	"(37.752586062618306, -122.43527820234053)"
SD052660	South of Market	94103	"(37.780554320794764, -122.40779818618503)"
SD052661	Twin Peaks	94131	"(37.74812836406057, -122.44449296845215)"
SD052662	Oceanview/Merced/Ingleside	94112	"(37.71985272093753, -122.46072772339876)"
SD052663	Sunset/Parkside	94116	"(37.73881740331794, -122.50408407044621)"
SD052664	Marina	94123	"(37.79826101117111, -122.43208300836245)"
SD052665	Outer Richmond	94121	"(37.78118938171944, -122.49730988089888)"
SD052666	Mission	94110	"(37.75386757094975, -122.40766082832677)"
SD052667	Marina	94123	"(37.804628999998684, -122.44614825601265)"
SD052668	Bayview Hunters Point	94124	"(37.729226989388884, -122.40028831750843)"
SD052669	South of Market	94103	"(37.78070053125373, -122.40672968229578)"
SD052670	West of Twin Peaks	94127	"(37.73458740356923, -122.46905689563023)"
SD052671	Twin Peaks	94131	"(37.75452355461778, -122.44150615211628)"
SD052672	West of Twin Peaks	94127	"(37.73281965026567, -122.46472329465868)"
SD052673	Bernal Heights	94110	"(37.7393835802332, -122.41096186645228)"
SD052674	Presidio Heights	94118	"(37.788063339085944, -122.45317664323463)"
SD052675	Haight Ashbury	94117	"(37.76974440339408, -122.45125367345236)"
SD052676	Sunset/Parkside	94122	"(37.764318426806675, -122.48652413504566)"
SD052677	West of Twin Peaks	94127	"(37.73210117502805, -122.45650831062586)"
SD052678	West of Twin Peaks	94127	"(37.73183728966505, -122.44479525424839)"
SD052679	West of Twin Peaks	94127	"(37.73088105341675, -122.46160095574308)"
SD052680	South of Market	94103	"(37.77525482188282, -122.40289007581482)"
SD052681	Glen Park	94131	"(37.74300897198306, -122.43401203792324)"
SD052682	Western Addition	94115	"(37.77922476721441, -122.43667343577481)"
SD052683	Bernal Heights	94110	"(37.73935068017692, -122.415681192973)"
SD052684	Inner Sunset	94122	"(37.76316945096237, -122.46443507796445)"
SD052685	Excelsior	94112	"(37.71695155910529, -122.43900921164982)"
SD052686	Noe Valley	94114	"(37.74826881571773, -122.43497162261305)"
SD052687	Nob Hill	94109	"(37.79199145748624, -122.41957902623354)"
SD052688	Potrero Hill	94107	"(37.75677390077725, -122.40211537312513)"
SD052689	Tenderloin	94102	"(37.78503619522082, -122.40818470902593)"
SD052690	Mission	94110	"(37.74975822647476, -122.40915882576994)"
SD052691	Inner Sunset	94122	"(37.76504934614434, -122.47322274907229)"
SD052692	West of Twin Peaks	94112	"(37.729020543572226, -122.45423446720716)"
SD052693	Inner Sunset	94122	"(37.76244948058531, -122.47415454831705)"
SD052694	Sunset/Parkside	94116	"(37.74825876068905, -122.50762631432235)"
SD052695	Mission	94103	"(37.77268635931282, -122.41548514004005)"
SD052696	Sunset/Parkside	94116	"(37.74963844073074, -122.505505165485)"
SD052697	Russian Hill	94109	"(37.798012656123205, -122.42253293496337)"
SD052698	Twin Peaks	94114	"(37.75729920281239, -122.44142610629837)"
SD052699	Tenderloin	94102	"(37.78579419544965, -122.4081915999676)"
SD052700	West of Twin Peaks	94127	"(37.731804391879564, -122.4519859586948)"
SD052701	West of Twin Peaks	94127	"(37.737225968368286, -122.45043561855708)"
SD052702	Oceanview/Merced/Ingleside	94112	"(37.71771493629184, -122.45419345030606)"
SD052703	Japantown	94115	"(37.78337440845512, -122.4421946490098)"
SD052704	South of Market	94103	"(37.7767513398288, -122.4091998792367)"
SD052705	Inner Richmond	94118	"(37.77627140092549, -122.46641577349679)"
SD052706	Lone Mountain/USF	94118	"(37.77839776391941, -122.45598916558328)"
SD052707	Excelsior	94134	"(37.72620816266938, -122.42191276921392)"
SD052708	Inner Richmond	94118	"(37.77794321263716, -122.46975893368177)"
SD052709	West of Twin Peaks	94127	"(37.726735530263426, -122.46309413577606)"
SD052710	Inner Sunset	94117	"(37.76029520867794, -122.44913467861)"
SD052711	Mission	94110	"(37.75776968814424, -122.41955994878342)"
SD052712	Western Addition	94115	"(37.7811960123044, -122.43765991925721)"
SD052713	Tenderloin	94109	"(37.78721868897095, -122.41458750509675)"
SD052714	Noe Valley	94131	"(37.74433458919522, -122.42538238474944)"
SD052715	Sunset/Parkside	94116	"(37.74183504606679, -122.50655747535477)"
SD052716	Inner Richmond	94118	"(37.77906807409712, -122.46012867456487)"
SD052717	Outer Richmond	94121	"(37.780187433262896, -122.50494303952678)"
SD052718	Bernal Heights	94110	"(37.74276573936199, -122.41889918633154)"
SD052719	Inner Richmond	94118	"(37.786600596616445, -122.4709581692675)"
SD052720	Inner Sunset	94117	"(37.76140361306141, -122.45090402050623)"
SD052721	Hayes Valley	94102	"(37.774480381032426, -122.42136167440762)"
SD052722	Sunset/Parkside	94116	"(37.74391336678182, -122.50657031045765)"
SD052723	Japantown	94115	"(37.786416116507674, -122.42854895627056)"
SD052724	Potrero Hill	94107	"(37.75299967584766, -122.3923473507451)"
SD052725	Sunset/Parkside	94116	"(37.74252740518437, -122.50177749874489)"
SD052726	Nob Hill	94109	"(37.796328214417784, -122.41605980359172)"
SD052727	Mission	94110	"(37.75660835729198, -122.4219189765889)"
SD052728	Visitacion Valley	94134	"(37.7091838483575, -122.41622530042426)"
SD052729	Marina	94123	"(37.80010961741962, -122.44040853371618)"
SD052730	Presidio Heights	94118	"(37.78260868807299, -122.45197947486415)"
SD052731	Bernal Heights	94110	"(37.74363363827561, -122.4066234178089)"
SD052732	Sunset/Parkside	94116	"(37.74076136407792, -122.48153978456571)"
SD052733	Oceanview/Merced/Ingleside	94112	"(37.723400828926565, -122.45748270129486)"
SD052734	Seacliff	94118	"(37.786402208379684, -122.47614572738905)"
SD052735	Inner Richmond	94118	"(37.78006643492082, -122.46710783433669)"
SD052736	Bernal Heights	94110	"(37.739940164761165, -122.42077026642765)"
SD052737	Oceanview/Merced/Ingleside	94112	"(37.71831892185678, -122.4497148532415)"
SD052738	South of Market	94103	"(37.77689793615394, -122.41345792738511)"
SD052739	Inner Sunset	94122	"(37.76181082129381, -122.468839138366)"
SD052740	Noe Valley	94131	"(37.7449908088381, -122.42785874320171)"
SD052741	Sunset/Parkside	94122	"(37.762683015093245, -122.48599329257904)"
SD052742	Portola	94134	"(37.73087627150033, -122.41821239297762)"
SD052743	Sunset/Parkside	94122	"(37.76251358339442, -122.5057106915723)"
SD052744	Noe Valley	94114	"(37.74884144216035, -122.43062575849687)"
SD052745	Sunset/Parkside	94122	"(37.76233052735413, -122.47844149816368)"
SD052746	Marina	94123	"(37.8034101294641, -122.42631091771135)"
SD052747	South of Market	94103	"(37.77914180020681, -122.40874222889379)"
SD052748	Mission	94110	"(37.76391141040185, -122.41987888981693)"
SD052749	Oceanview/Merced/Ingleside	94112	"(37.716385079420064, -122.45499411972564)"
SD052750	Sunset/Parkside	94122	"(37.75722954411006, -122.50603236875361)"
SD052751	Sunset/Parkside	94116	"(37.73718376676602, -122.48845729271748)"
SD052752	Bernal Heights	94110	"(37.73880207307248, -122.41163946073921)"
SD052753	Oceanview/Merced/Ingleside	94112	"(37.71112617834909, -122.45998014842347)"
SD052754	Noe Valley	94131	"(37.74363580785901, -122.43175775102193)"
SD052755	South of Market	94107	"(37.779292894775274, -122.39813117876983)"
SD052756	Oceanview/Merced/Ingleside	94132	"(37.72097706692394, -122.46385176025227)"
SD052757	Outer Mission	94112	"(37.725322848574265, -122.43523691242098)"
SD052758	West of Twin Peaks	94112	"(37.728020550050836, -122.4472211633329)"
SD052759	Sunset/Parkside	94122	"(37.75570163394432, -122.50311653530628)"
SD052760	Castro/Upper Market	94114	"(37.76614507254608, -122.43264513294326)"
SD052761	Sunset/Parkside	94116	"(37.737077276146046, -122.4949515142531)"
SD052762	Inner Richmond	94118	"(37.782711445443965, -122.46043276777704)"
SD052763	Outer Mission	94112	"(37.729326664258835, -122.43485445906404)"
SD052764	Lone Mountain/USF	94118	"(37.77526407930554, -122.45614106609577)"
SD052765	Inner Sunset	94122	"(37.7595611038101, -122.46888981640755)"
SD052766	Visitacion Valley	94134	"(37.714429629546466, -122.41514738596193)"
SD052767	Presidio Heights	94115	"(37.78444069125857, -122.44396973883559)"
SD052768	Sunset/Parkside	94122	"(37.76216341608292, -122.48529817713982)"
SD052769	Russian Hill	94109	"(37.79706717606056, -122.41744541455756)"
SD052770	Marina	94123	"(37.80364153095382, -122.43434615013338)"
SD052771	Outer Richmond	94121	"(37.777246449828645, -122.48742026633059)"
SD052772	Bernal Heights	94110	"(37.745528648702575, -122.41397199174702)"
SD052773	Castro/Upper Market	94114	"(37.76537424509975, -122.43516475565269)"
SD052774	Marina	94123	"(37.7997769594353, -122.42624851224242)"
SD052775	Noe Valley	94114	"(37.751542749697094, -122.440913167149)"
SD052776	Castro/Upper Market	94114	"(37.76245885617922, -122.44048734490617)"
SD052777	Inner Richmond	94118	"(37.77635378876412, -122.46964569231511)"
SD052778	Pacific Heights	94115	"(37.7864010976915, -122.43605976364468)"
SD052779	Hayes Valley	94117	"(37.774442243721694, -122.43062265261722)"
SD052780	Chinatown	94108	"(37.79513992522127, -122.40845255574557)"
SD052781	West of Twin Peaks	94127	"(37.72906813433048, -122.46197610548654)"
SD052782	Visitacion Valley	94134	"(37.71571163086088, -122.40858966073236)"
SD052783	Inner Sunset	94122	"(37.760338484959945, -122.47333543033551)"
SD052784	Sunset/Parkside	94116	"(37.74627605726083, -122.48178389726495)"
SD052785	Outer Richmond	94121	"(37.778792776421476, -122.48535485703614)"
SD052786	Western Addition	94115	"(37.7795724630214, -122.44075523842217)"
SD052787	Outer Richmond	94121	"(37.77501304424803, -122.47712245997859)"
SD052788	South of Market	94103	"(37.77275207989382, -122.41137004328198)"
SD052789	West of Twin Peaks	94127	"(37.731652344807976, -122.46936821295174)"
SD052790	Mission	94110	"(37.75236212879656, -122.41909892126345)"
SD052791	Bernal Heights	94110	"(37.73709175901202, -122.42217488971168)"
SD052792	Sunset/Parkside	94116	"(37.74534070922817, -122.48197039912571)"
SD052793	Mission	94110	"(37.753158227162885, -122.42486820041952)"
SD052794	West of Twin Peaks	94116	"(37.7428638384074, -122.4742872347356)"
SD052795	Visitacion Valley	94134	"(37.70930571884656, -122.41796929566775)"
SD052796	Marina	94123	"(37.801882137209596, -122.43843416203507)"
SD052797	Twin Peaks	94114	"(37.757298495168314, -122.44948973064596)"
SD052798	Noe Valley	94114	"(37.748606133084195, -122.42741697364005)"
SD052799	Excelsior	94112	"(37.718450571727274, -122.42999140792436)"
SD052800	Excelsior	94112	"(37.71064363187963, -122.43817031722784)"
SD052801	Mission Bay	94103	"(37.76503672178412, -122.40194815050012)"
SD052802	Sunset/Parkside	94122	"(37.7552946381993, -122.50842197534065)"
SD052803	Oceanview/Merced/Ingleside	94112	"(37.7201386647438, -122.4599247328462)"
SD052804	Bayview Hunters Point	94124	"(37.73130408210487, -122.38672669132407)"
SD052805	Marina	94123	"(37.803054934762045, -122.43849094880292)"
SD052806	Russian Hill	94109	"(37.792909415631776, -122.41856387447609)"
SD052807	Oceanview/Merced/Ingleside	94112	"(37.720250448882354, -122.45699251163991)"
SD052808	Noe Valley	94131	"(37.742736857224564, -122.4252012092592)"
SD052809	Oceanview/Merced/Ingleside	94112	"(37.721249088615444, -122.45143984932871)"
SD052810	Nob Hill	94109	"(37.79154209913759, -122.41617969561771)"
SD052811	Presidio Heights	94118	"(37.786964998153174, -122.45319793561472)"
SD052812	Hayes Valley	94117	"(37.76961132331157, -122.43097079503731)"
SD052813	Glen Park	94131	"(37.736138401125984, -122.43584056703652)"
SD052814	Outer Mission	94112	"(37.71319955587587, -122.44511984908434)"
SD052815	Sunset/Parkside	94122	"(37.756196107031386, -122.4779043661076)"
SD052816	Inner Sunset	94116	"(37.75234706639671, -122.46908690629643)"
SD052817	Oceanview/Merced/Ingleside	94112	"(37.715190809295926, -122.4545369628136)"
SD052818	Castro/Upper Market	94114	"(37.759984976606084, -122.44359226344746)"
SD052819	South of Market	94107	"(37.78129911634619, -122.39970318070252)"
SD052820	West of Twin Peaks	94127	"(37.740030235353125, -122.46975911124005)"
SD052821	Potrero Hill	94107	"(37.76087106258928, -122.4056426687015)"
SD052822	Outer Mission	94112	"(37.72639512139249, -122.44145529457504)"
SD052823	Bayview Hunters Point	94124	"(37.73448126394436, -122.39934187060403)"
SD052824	Sunset/Parkside	94116	"(37.739239477921714, -122.48267303981116)"
SD052825	Potrero Hill	94107	"(37.7609954432224, -122.4046746015052)"
SD052826	Outer Richmond	94121	"(37.776763018686054, -122.47974370895295)"
SD052827	Bayview Hunters Point	94124	"(37.73807680889232, -122.3891770094378)"
SD052828	Western Addition	94109	"(37.78890490772416, -122.42451714188815)"
SD052829	Castro/Upper Market	94114	"(37.76639211149211, -122.4278781963394)"
SD052830	Mission	94110	"(37.758120433936426, -122.4206500207414)"
SD052831	Twin Peaks	94114	"(37.757532768071584, -122.43929999075013)"
SD052832	Lone Mountain/USF	94115	"(37.78076037824849, -122.44431992825666)"
SD052833	Oceanview/Merced/Ingleside	94112	"(37.71914844545833, -122.46155035658872)"
SD052834	Inner Sunset	94122	"(37.764550273054034, -122.47206177806245)"
SD052835	Inner Sunset	94122	"(37.760750508260976, -122.47656683210826)"
SD052836	Sunset/Parkside	94122	"(37.761017584317, -122.50199849385892)"
SD052837	Castro/Upper Market	94114	"(37.757439622394436, -122.44331316080155)"
SD052838	Lone Mountain/USF	94117	"(37.77385836718426, -122.44295975995824)"
SD052839	Outer Richmond	94121	"(37.77311699533116, -122.49960533075196)"
SD052840	Hayes Valley	94102	"(37.77060636285311, -122.42538906606994)"
SD052841	Marina	94123	"(37.796387003984854, -122.44626598526297)"
SD052842	Glen Park	94131	"(37.73944419572625, -122.43650513192182)"
SD052843	Visitacion Valley	94134	"(37.713019925008986, -122.41205023871906)"
SD052844	Marina	94123	"(37.80297772593802, -122.43834783407804)"
SD052845	Inner Richmond	94118	"(37.77837912250579, -122.46124284026165)"
SD052846	Mission	94110	"(37.75090800955743, -122.41094065650643)"
SD052847	West of Twin Peaks	94131	"(37.73112973525352, -122.44001508685665)"
SD052848	Western Addition	94102	"(37.78133271482484, -122.42351539358889)"
SD052849	North Beach	94133	"(37.80360613494498, -122.40907418703549)"
SD052850	Hayes Valley	94117	"(37.77458915167474, -122.43911013377848)"
SD052851	Inner Richmond	94118	"(37.77382595170138, -122.47095462785187)"
SD052852	Lone Mountain/USF	94117	"(37.77459654253691, -122.45410011267766)"
SD052853	West of Twin Peaks	94116	"(37.74236929733201, -122.46984172047884)"
SD052854	Pacific Heights	94109	"(37.79396889581614, -122.42521132671573)"
SD052855	Western Addition	94115	"(37.778236903183256, -122.44055193547098)"
SD052856	Mission	94103	"(37.76855807033002, -122.42417924733904)"
SD052857	West of Twin Peaks	94112	"(37.726945852275726, -122.46018322262763)"
SD052858	Outer Mission	94112	"(37.711939715181295, -122.44686512708549)"
SD052859	Inner Sunset	94122	"(37.76550924152984, -122.46985661721688)"
SD052860	Outer Richmond	94121	"(37.781329104107144, -122.47870174058048)"
SD052861	Oceanview/Merced/Ingleside	94132	"(37.71376994377145, -122.46771238970952)"
SD052862	Noe Valley	94114	"(37.752209068395224, -122.42716395770812)"
SD052863	South of Market	94103	"(37.778017213975495, -122.40763781270505)"
SD052864	Sunset/Parkside	94122	"(37.75614465067861, -122.49777101387289)"
SD052865	Bayview Hunters Point	94124	"(37.727315075889855, -122.36998856394298)"
SD052866	Bayview Hunters Point	94134	"(37.712705732182, -122.3979911875802)"
SD052867	Financial District/South Beach	94104	"(37.792366800916234, -122.40014830524618)"
SD052868	Outer Mission	94112	"(37.712914792266844, -122.44698100141866)"
SD052869	Inner Sunset	94122	"(37.76484703226048, -122.46128470822038)"
SD052870	Russian Hill	94109	"(37.80367484018265, -122.41922525920371)"
SD052871	Bayview Hunters Point	94124	"(37.71788022496866, -122.39177206670387)"
SD052872	Hayes Valley	94102	"(37.776831193638934, -122.42829280443475)"
SD052873	Nob Hill	94108	"(37.791019702333216, -122.41178195212494)"
SD052874	Sunset/Parkside	94116	"(37.74460715469341, -122.48819499056034)"
SD052875	Visitacion Valley	94134	"(37.71846867215068, -122.40245362570997)"
SD052876	Marina	94123	"(37.79885298396232, -122.42602349796537)"
SD052877	Inner Richmond	94118	"(37.7742474525384, -122.46841973955998)"
SD052878	Sunset/Parkside	94122	"(37.754087432190744, -122.50043710310896)"
SD052879	Financial District/South Beach	94108	"(37.78808939197815, -122.40391099209207)"
SD052880	West of Twin Peaks	94127	"(37.72762127483959, -122.4642337671611)"
SD052881	Bernal Heights	94110	"(37.74085975455065, -122.42119472537762)"
SD052882	Outer Mission	94112	"(37.726337790867184, -122.44150290987314)"
